exchange_id,schema_version,component_id,mandatory_fields_present,field_in_range,requested_capacity,available_capacity,device_state_from,device_state_to,init_health_passed,request_priority,active_allocation_priority,preemption_performed,ack_latency_ms,ack_latency_limit_ms
331,v3,RRM-3,1,1,68,79,ACTIVE,IDLE,0,5,3,1,128,250
332,v3,RRM-4,1,1,35,81,ACTIVE,IDLE,1,5,2,0,149,250
333,v2,RRM-3,1,0,4,27,INIT,ACTIVE,1,4,4,0,225,250
334,v3,RRM-4,1,1,77,96,IDLE,INIT,1,5,5,1,216,250
335,v3,RRM-1,1,1,21,61,IDLE,IDLE,1,4,4,1,15,250
336,v1,RRM-4,1,1,73,91,ACTIVE,IDLE,0,1,1,0,459,250
337,v1,RRM-4,1,1,64,90,IDLE,INIT,0,4,5,0,203,250
338,v9,RRM-2,1,1,22,93,ACTIVE,IDLE,1,2,2,1,41,250
339,v3,RRM-1,1,0,0,90,ACTIVE,IDLE,1,3,2,1,37,250
340,v1,RRM-1,1,1,18,61,INIT,ACTIVE,1,4,3,1,177,250
341,v3,RRM-4,1,1,12,88,ACTIVE,IDLE,1,5,4,0,95,250
342,v3,RRM-4,1,1,6,22,ACTIVE,IDLE,1,5,2,1,290,250
343,v1,RRM-1,1,1,66,29,ACTIVE,IDLE,0,1,1,0,81,250
344,v2,RRM-3,0,1,8,20,INIT,ACTIVE,1,3,1,1,134,250
345,v1,RRM-1,1,1,90,53,INIT,ACTIVE,1,3,1,1,60,250
346,v3,RRM-2,1,1,26,40,IDLE,INIT,1,3,2,1,147,250
347,v2,RRM-3,1,1,27,31,ACTIVE,IDLE,1,4,3,0,97,250
348,v1,RRM-0,1,1,10,57,IDLE,INIT,1,3,1,1,136,250
349,v2,RRM-3,1,1,29,50,INIT,ACTIVE,1,4,2,1,60,250
350,v2,RRM-1,1,1,16,56,INIT,ACTIVE,1,2,5,1,160,250
351,v2,RRM-4,1,1,6,99,ACTIVE,IDLE,0,2,1,1,65,250
352,v2,RRM-2,1,1,73,79,ACTIVE,INIT,1,4,5,1,238,250
353,v2,RRM-4,1,1,1,63,IDLE,INIT,1,3,4,0,195,250
354,v3,RRM-4,1,0,24,30,INIT,ACTIVE,1,4,5,1,162,250
355,v1,RRM-2,0,1,44,91,ACTIVE,IDLE,1,1,3,0,163,250
356,v1,RRM-2,1,1,17,85,INIT,ACTIVE,1,3,2,1,45,250
357,v3,RRM-2,1,1,42,84,ACTIVE,IDLE,0,5,3,1,144,250
358,v9,RRM-1,1,1,70,77,INIT,ACTIVE,1,3,4,0,116,250
359,v2,RRM-2,1,1,9,22,INIT,IDLE,1,1,5,1,219,250
360,v3,RRM-4,1,1,35,39,INIT,ACTIVE,1,5,1,1,446,250
361,v3,RRM-1,1,1,37,87,ACTIVE,IDLE,1,5,1,0,81,250
362,v3,RRM-3,1,1,38,54,IDLE,INIT,1,1,1,1,316,250
363,v3,RRM-2,1,1,3,29,ACTIVE,IDLE,1,5,4,0,132,250
364,v1,RRM-1,1,1,12,25,ACTIVE,IDLE,0,4,2,1,9,250
365,v1,RRM-3,1,1,33,72,ACTIVE,IDLE,1,2,1,0,250,250
366,v9,RRM-1,1,1,18,55,IDLE,INIT,1,4,5,1,113,250
367,v3,RRM-4,1,1,24,93,INIT,ACTIVE,1,4,4,1,56,250
368,v3,RRM-0,1,1,37,38,ACTIVE,IDLE,1,1,4,0,109,250
369,v3,RRM-4,1,1,60,70,INIT,ACTIVE,0,1,2,0,11,250
370,v3,RRM-3,1,0,45,63,IDLE,INIT,1,1,4,1,81,250
371,v3,RRM-3,1,1,37,73,INIT,ACTIVE,1,4,1,1,490,250
372,v1,RRM-3,1,1,48,82,IDLE,INIT,1,3,5,0,290,250
373,v3,RRM-1,1,1,2,34,IDLE,INIT,1,1,3,1,384,250
374,v2,RRM-2,1,1,61,58,IDLE,INIT,0,5,5,1,72,250
375,v2,RRM-2,0,1,11,97,ACTIVE,IDLE,1,2,4,1,165,250
376,v2,RRM-1,1,1,57,63,IDLE,INIT,1,3,2,1,248,250
377,v3,RRM-4,1,1,43,61,INIT,ACTIVE,1,1,2,1,147,250
378,v1,RRM-1,1,1,62,28,IDLE,INIT,1,1,1,1,119,250
379,v2,RRM-2,1,1,26,29,ACTIVE,IDLE,1,5,4,0,150,250
380,v1,RRM-2,0,1,28,83,ACTIVE,IDLE,0,1,4,1,214,250
381,v3,RRM-4,1,1,47,75,INIT,IDLE,1,5,2,1,213,250
382,v3,RRM-1,1,1,14,41,INIT,ACTIVE,1,5,3,1,14,250
383,v1,RRM-1,1,1,8,27,IDLE,INIT,1,4,2,1,189,250
384,v3,RRM-4,0,1,15,59,IDLE,INIT,0,4,4,1,19,250
385,v2,RRM-1,1,1,76,100,ACTIVE,IDLE,1,5,3,0,209,250
386,v2,RRM-4,1,1,35,56,INIT,ACTIVE,0,2,4,1,211,250
387,v3,RRM-3,1,1,22,31,ACTIVE,IDLE,1,2,3,1,198,250
388,v3,RRM-4,1,1,1,88,INIT,ACTIVE,0,1,5,1,227,250
389,v2,RRM-4,1,1,44,97,ACTIVE,IDLE,1,5,2,0,59,250
390,v3,UNREG-9,1,1,29,51,ACTIVE,IDLE,1,3,3,1,21,250
391,v3,RRM-2,1,0,49,52,INIT,ACTIVE,1,4,3,1,79,250
392,v9,RRM-3,1,1,62,100,IDLE,INIT,1,5,4,1,98,250
393,v2,RRM-3,1,1,58,22,ACTIVE,IDLE,1,2,5,1,195,250
394,v1,RRM-3,1,1,58,80,IDLE,INIT,1,4,2,1,84,250
395,v1,RRM-1,1,1,3,51,INIT,ACTIVE,1,5,1,1,67,250
396,v1,RRM-3,1,1,41,55,ACTIVE,IDLE,1,5,2,0,164,250
397,v1,RRM-4,1,1,35,38,INIT,ACTIVE,1,4,3,1,144,250
398,v2,RRM-1,1,1,28,60,INIT,ACTIVE,1,3,4,0,310,250
399,v1,RRM-4,1,1,27,39,IDLE,IDLE,1,5,1,1,66,250
400,v1,RRM-3,0,1,41,74,ACTIVE,IDLE,0,4,1,1,86,250
401,v1,RRM-1,1,0,44,64,INIT,ACTIVE,1,3,4,1,78,250
402,v3,RRM-1,1,1,21,94,IDLE,INIT,1,5,3,1,190,250
403,v3,RRM-2,1,1,46,73,ACTIVE,IDLE,0,2,1,1,391,250
404,v1,RRM-1,1,0,36,78,INIT,ACTIVE,1,4,2,1,109,250
405,v2,RRM-1,1,1,79,39,ACTIVE,IDLE,0,2,3,1,151,250
406,v2,RRM-1,1,1,12,40,ACTIVE,IDLE,1,5,2,0,41,250
407,v9,RRM-4,1,1,14,27,ACTIVE,IDLE,1,5,2,1,224,250
408,v1,RRM-2,1,1,16,90,ACTIVE,IDLE,0,2,1,1,182,250
409,v3,RRM-3,0,1,29,42,IDLE,INIT,0,2,2,1,55,250
410,v1,RRM-3,1,0,11,20,INIT,ACTIVE,1,5,4,1,168,250
411,v1,RRM-2,1,1,62,60,INIT,ACTIVE,1,2,1,1,93,250
412,v2,RRM-1,1,1,30,67,IDLE,INIT,0,2,3,0,130,250
413,v1,RRM-2,1,1,66,74,IDLE,INIT,0,3,2,1,61,250
414,v3,RRM-3,1,1,56,46,IDLE,INIT,1,1,3,0,168,250
415,v1,RRM-3,1,1,13,50,ACTIVE,IDLE,1,5,3,0,20,250
416,v2,UNREG-9,1,1,1,26,IDLE,INIT,1,2,3,0,109,250
417,v1,RRM-2,1,1,9,43,INIT,ACTIVE,1,4,4,1,95,250
418,v1,RRM-4,1,1,1,65,INIT,ACTIVE,1,3,2,1,134,250
419,v2,RRM-2,1,1,48,57,IDLE,INIT,0,2,1,1,92,250
420,v1,RRM-3,1,1,29,31,ACTIVE,IDLE,0,5,5,1,27,250
421,v3,RRM-2,1,1,14,39,ACTIVE,IDLE,1,5,2,0,166,250
422,v2,RRM-3,1,1,71,73,ACTIVE,IDLE,1,3,2,1,52,250
423,v9,RRM-3,1,1,25,47,INIT,ACTIVE,1,5,2,1,99,250
424,v0,RRM-2,1,1,33,88,IDLE,INIT,0,1,5,1,184,250
425,v1,RRM-2,1,0,0,46,INIT,ACTIVE,1,1,5,1,229,250
426,v2,RRM-0,1,1,7,89,IDLE,INIT,1,3,5,1,38,250
427,v3,RRM-3,1,1,20,68,ACTIVE,IDLE,0,3,1,1,109,250
428,v2,RRM-1,1,1,37,53,IDLE,INIT,1,4,5,1,18,250
429,v1,RRM-0,1,1,35,51,ACTIVE,IDLE,1,4,3,1,248,250
430,v1,RRM-3,1,1,31,40,INIT,ACTIVE,1,3,5,0,239,250
431,v9,RRM-2,1,1,44,93,ACTIVE,IDLE,0,4,2,1,163,250
432,v3,RRM-2,0,1,1,63,INIT,ACTIVE,1,3,4,1,212,250
433,v3,RRM-4,0,1,53,67,ACTIVE,IDLE,0,4,2,1,136,250
434,v3,RRM-3,1,1,39,76,ACTIVE,IDLE,0,3,1,1,466,250
435,v1,RRM-3,1,1,0,90,INIT,ACTIVE,1,4,3,1,179,250
436,v1,RRM-1,1,1,27,64,INIT,ACTIVE,1,3,1,1,203,250
437,v1,RRM-4,1,0,29,41,IDLE,INIT,1,2,4,0,186,250
438,v3,RRM-1,1,1,13,52,ACTIVE,IDLE,0,4,1,1,179,250
439,v1,RRM-2,1,1,42,40,ACTIVE,IDLE,1,2,3,0,185,250
440,v3,RRM-2,1,1,18,62,INIT,ACTIVE,0,4,4,1,128,250
441,v2,RRM-3,1,1,46,89,INIT,ACTIVE,0,3,4,1,191,250
442,v1,RRM-4,1,1,40,73,INIT,ACTIVE,1,4,1,1,210,250
443,v3,RRM-3,0,1,15,66,INIT,ACTIVE,1,3,5,1,83,250
444,v3,RRM-1,1,1,1,23,IDLE,INIT,1,3,2,1,18,250
445,v2,RRM-2,1,0,6,28,ACTIVE,IDLE,0,4,2,1,96,250
446,v2,RRM-4,1,1,37,75,INIT,ACTIVE,1,3,5,0,130,250
447,v3,RRM-0,1,1,33,95,IDLE,INIT,0,1,1,1,212,250
448,v1,RRM-1,1,1,51,72,INIT,ACTIVE,0,3,1,1,156,250
449,v2,RRM-2,1,1,30,43,INIT,ACTIVE,1,3,3,0,186,250
450,v1,RRM-2,1,1,59,98,INIT,ACTIVE,1,4,4,0,203,250
451,v3,RRM-4,1,1,39,53,ACTIVE,IDLE,1,2,1,1,16,250
452,v2,RRM-2,1,1,20,23,ACTIVE,IDLE,1,4,3,0,194,250
453,v2,RRM-2,1,1,33,44,IDLE,INIT,0,1,4,1,5,250
454,v1,RRM-1,1,1,8,63,ACTIVE,IDLE,0,5,3,1,93,250
455,v2,RRM-1,1,1,28,89,INIT,ACTIVE,1,2,5,0,183,250
456,v1,RRM-2,0,1,48,49,IDLE,INIT,0,1,3,0,98,250
457,v2,RRM-2,0,1,87,88,INIT,ACTIVE,1,4,2,1,249,250
458,v2,RRM-4,1,0,35,83,IDLE,INIT,1,5,2,1,185,250
459,v3,RRM-1,1,1,35,37,INIT,ACTIVE,1,2,1,1,492,250
460,v3,RRM-1,1,1,9,33,ACTIVE,IDLE,1,2,1,0,113,250
461,v3,RRM-1,0,1,24,24,ACTIVE,IDLE,1,1,2,0,6,250
462,v2,UNREG-9,1,1,9,37,INIT,ACTIVE,1,5,3,1,61,250
463,v1,RRM-1,1,1,27,28,ACTIVE,IDLE,0,2,2,0,295,250
464,v1,RRM-1,1,1,27,31,INIT,INIT,1,4,4,0,81,250
465,v2,RRM-2,1,1,22,50,ACTIVE,IDLE,0,5,1,1,229,250
466,v9,RRM-2,1,1,31,61,IDLE,INIT,0,3,2,1,166,250
467,v2,RRM-2,1,1,10,36,ACTIVE,INIT,1,4,2,1,77,250
468,v3,RRM-2,1,1,10,58,INIT,ACTIVE,1,2,4,0,435,250
469,v1,RRM-3,1,1,7,75,IDLE,INIT,1,2,2,1,5,250
470,v2,RRM-4,1,0,12,35,INIT,ACTIVE,1,2,2,0,92,250
471,v3,RRM-3,1,1,14,38,INIT,ACTIVE,0,1,5,1,168,250
472,v1,RRM-1,1,1,68,76,INIT,ACTIVE,1,1,1,1,79,250
473,v2,RRM-4,1,1,46,100,ACTIVE,IDLE,1,4,2,1,411,250
474,v0,RRM-1,1,1,26,38,ACTIVE,IDLE,1,3,2,1,113,250
475,v1,RRM-3,1,1,33,74,IDLE,INIT,0,2,4,0,59,250
476,v2,RRM-3,1,1,38,60,ACTIVE,IDLE,0,5,2,1,218,250
477,v1,RRM-1,0,1,21,55,IDLE,INIT,1,5,3,1,217,250
478,v3,RRM-1,1,1,34,49,ACTIVE,IDLE,1,1,3,1,191,250
479,v2,RRM-1,1,1,25,27,INIT,ACTIVE,0,3,3,1,160,250
480,v3,RRM-3,1,1,9,75,IDLE,INIT,1,3,1,1,148,250
481,v1,RRM-2,1,1,36,67,ACTIVE,IDLE,1,2,5,0,61,250
482,v3,RRM-2,1,1,72,73,INIT,ACTIVE,1,1,2,1,11,250
483,v3,RRM-1,1,1,9,91,INIT,ACTIVE,1,5,3,1,120,250
484,v3,RRM-4,1,1,2,25,INIT,ACTIVE,1,1,4,1,55,250
485,v1,RRM-4,1,1,20,51,IDLE,INIT,0,5,1,1,171,250
486,v3,RRM-3,1,1,84,92,INIT,ACTIVE,1,1,3,0,178,250
487,v2,RRM-2,0,1,17,87,IDLE,INIT,1,5,3,1,18,250
488,v3,RRM-2,1,1,6,38,INIT,ACTIVE,0,2,1,1,139,250
489,v1,RRM-1,0,1,10,97,INIT,ACTIVE,1,2,4,0,167,250
490,v1,RRM-0,1,1,34,87,IDLE,INIT,0,5,1,1,45,250
491,v3,RRM-4,1,1,27,50,INIT,IDLE,1,5,3,1,142,250
492,v1,RRM-4,1,1,34,28,INIT,ACTIVE,1,3,5,1,228,250
493,v2,RRM-3,1,1,49,92,INIT,ACTIVE,1,3,4,1,148,250
494,v1,RRM-2,1,1,20,38,IDLE,INIT,1,2,1,1,409,250
495,v1,RRM-2,1,1,1,92,IDLE,INIT,1,3,3,0,140,250
496,v1,RRM-2,1,1,38,42,INIT,IDLE,1,3,5,1,65,250
497,v3,RRM-3,1,1,9,33,IDLE,INIT,0,3,2,1,152,250
498,v9,RRM-4,1,1,33,34,IDLE,INIT,1,5,5,0,84,250
499,v3,RRM-4,1,1,54,67,ACTIVE,IDLE,0,5,3,1,145,250
500,v9,RRM-1,1,1,41,87,IDLE,INIT,0,5,5,0,238,250
501,v2,RRM-3,1,1,69,87,INIT,ACTIVE,1,1,4,1,184,250
502,v2,RRM-1,1,1,96,99,ACTIVE,IDLE,1,5,2,0,138,250
503,v1,RRM-3,1,1,79,82,ACTIVE,IDLE,0,3,3,0,192,250
504,v9,RRM-4,1,1,28,90,ACTIVE,IDLE,0,2,5,1,114,250
505,v1,RRM-1,1,1,45,50,IDLE,INIT,0,3,3,0,143,250
506,v1,RRM-3,1,1,46,80,ACTIVE,IDLE,0,2,3,0,415,250
507,v1,UNREG-9,1,1,38,80,ACTIVE,IDLE,1,4,3,1,238,250
508,v1,RRM-2,1,1,8,42,ACTIVE,INIT,1,2,1,1,157,250
509,v2,RRM-3,1,1,42,56,INIT,ACTIVE,1,3,2,1,76,250
510,v3,RRM-3,1,1,2,30,ACTIVE,IDLE,0,5,3,1,163,250
511,v1,RRM-2,0,1,24,95,ACTIVE,IDLE,1,4,2,1,95,250
512,v3,RRM-1,1,1,30,21,IDLE,INIT,1,5,1,1,36,250
513,v1,RRM-3,1,1,22,24,ACTIVE,IDLE,0,2,4,0,65,250
514,v3,RRM-3,1,1,75,76,ACTIVE,IDLE,1,5,3,1,115,250
515,v2,UNREG-9,1,1,23,60,IDLE,INIT,1,3,5,1,136,250
516,v3,RRM-2,1,1,19,31,ACTIVE,IDLE,1,1,2,1,188,250
517,v3,RRM-1,1,1,33,34,ACTIVE,IDLE,0,2,5,1,288,250
518,v3,RRM-1,1,1,80,48,INIT,ACTIVE,1,2,5,0,230,250
519,v2,RRM-4,1,1,69,41,ACTIVE,IDLE,0,1,3,1,73,250
520,v3,RRM-4,1,1,2,26,ACTIVE,IDLE,0,4,2,1,439,250
521,v0,RRM-4,1,1,26,63,ACTIVE,IDLE,1,5,4,1,235,250
522,v2,RRM-3,1,1,47,77,ACTIVE,IDLE,1,4,3,0,157,250
523,v2,RRM-1,1,1,11,48,IDLE,INIT,0,3,4,1,158,250
524,v2,RRM-2,1,1,75,88,INIT,ACTIVE,0,5,4,1,69,250
525,v1,RRM-4,1,1,24,39,IDLE,INIT,1,2,1,1,15,250
526,v1,RRM-1,1,1,8,64,INIT,ACTIVE,1,5,1,1,14,250
527,v1,RRM-3,1,1,33,72,IDLE,INIT,0,5,5,0,112,250
528,v3,RRM-1,1,1,48,88,INIT,ACTIVE,0,2,4,0,197,250
529,v1,RRM-1,1,1,18,52,IDLE,INIT,0,3,2,1,241,250
530,v3,RRM-4,1,1,13,49,INIT,ACTIVE,1,5,5,1,173,250
531,v3,RRM-3,1,1,21,67,ACTIVE,IDLE,0,4,3,1,58,250
532,v2,RRM-4,0,1,27,86,ACTIVE,IDLE,1,1,2,1,35,250
533,v1,RRM-4,1,1,8,60,INIT,ACTIVE,0,4,2,1,201,250
534,v2,RRM-3,1,1,32,33,INIT,ACTIVE,0,3,1,1,179,250
535,v2,RRM-4,1,1,15,20,INIT,ACTIVE,1,3,4,0,15,250
536,v3,RRM-2,1,0,14,75,INIT,ACTIVE,1,2,2,1,162,250
537,v1,RRM-2,1,0,25,42,ACTIVE,IDLE,1,5,3,1,37,250
538,v1,RRM-4,1,1,36,55,INIT,ACTIVE,1,1,1,1,226,250
539,v1,RRM-2,1,1,42,58,IDLE,INIT,0,4,3,1,155,250
540,v1,RRM-2,1,0,28,88,ACTIVE,IDLE,0,5,4,1,232,250
541,v2,RRM-0,1,1,21,45,ACTIVE,IDLE,1,5,2,1,71,250
542,v1,RRM-4,1,1,69,83,ACTIVE,IDLE,0,5,4,1,473,250
543,v2,RRM-2,0,1,2,82,IDLE,INIT,0,5,5,1,91,250
544,v2,RRM-4,1,1,16,77,ACTIVE,IDLE,1,4,2,0,40,250
545,v2,RRM-4,1,1,35,92,ACTIVE,IDLE,1,5,4,1,10,250
546,v2,RRM-1,1,1,12,71,INIT,ACTIVE,1,1,3,0,74,250
547,v2,RRM-4,1,1,17,22,IDLE,INIT,0,3,2,1,102,250
548,v1,RRM-1,1,1,71,54,ACTIVE,IDLE,0,2,4,0,63,250
549,v3,RRM-3,1,1,31,52,ACTIVE,IDLE,1,5,4,0,215,250
550,v2,RRM-1,1,1,72,88,INIT,ACTIVE,1,2,4,1,116,250
551,v0,RRM-2,1,1,45,67,IDLE,INIT,1,5,4,1,217,250
552,v3,RRM-1,1,1,45,83,IDLE,INIT,1,3,4,0,185,250
553,v2,RRM-2,1,1,50,28,INIT,ACTIVE,1,5,4,1,200,250
554,v2,RRM-1,1,1,4,43,IDLE,ACTIVE,1,5,3,1,176,250
555,v9,RRM-1,1,1,39,59,IDLE,INIT,1,4,2,1,84,250
556,v3,RRM-1,1,1,3,36,INIT,ACTIVE,1,1,1,1,147,250
557,v2,RRM-4,1,1,23,99,INIT,ACTIVE,1,3,4,0,174,250
558,v0,RRM-4,1,1,18,44,ACTIVE,IDLE,0,3,3,1,105,250
559,v3,RRM-2,1,1,34,85,ACTIVE,IDLE,0,4,5,0,107,250
560,v9,RRM-3,1,1,29,34,IDLE,INIT,1,4,3,1,179,250
561,v3,RRM-3,1,1,7,33,ACTIVE,IDLE,1,2,3,0,482,250
562,v2,RRM-3,1,1,1,69,ACTIVE,IDLE,1,5,4,0,108,250
563,v2,RRM-4,1,1,0,28,INIT,ACTIVE,1,5,1,1,101,250
564,v1,RRM-4,1,1,1,23,INIT,ACTIVE,1,5,5,1,169,250
565,v2,RRM-4,1,1,0,20,INIT,ACTIVE,1,2,5,1,41,250
566,v2,RRM-2,1,1,18,30,ACTIVE,IDLE,1,2,5,1,342,250
567,v2,RRM-2,1,0,5,51,IDLE,INIT,0,4,1,1,10,250
568,v3,RRM-2,1,1,18,79,ACTIVE,IDLE,0,1,3,1,249,250
569,v1,RRM-2,1,1,28,48,ACTIVE,IDLE,0,3,3,0,175,250
570,v1,RRM-2,1,1,7,73,ACTIVE,IDLE,0,3,2,1,99,250
571,v1,RRM-0,1,1,20,34,IDLE,INIT,0,4,1,1,182,250
572,v1,RRM-1,0,1,40,45,INIT,ACTIVE,1,4,1,1,246,250
573,v2,RRM-2,1,1,45,86,IDLE,INIT,1,3,3,1,211,250
574,v2,RRM-2,0,1,54,59,INIT,ACTIVE,1,4,4,1,17,250
575,v1,RRM-3,1,1,6,26,INIT,ACTIVE,1,5,1,1,98,250
576,v3,RRM-2,1,1,30,55,INIT,ACTIVE,0,2,2,0,34,250
577,v3,RRM-3,1,1,32,28,ACTIVE,IDLE,0,5,4,1,21,250
578,v1,RRM-2,1,0,54,61,IDLE,INIT,1,3,1,1,160,250
579,v2,RRM-4,1,1,0,31,ACTIVE,IDLE,0,4,2,1,448,250
580,v2,RRM-1,1,1,40,45,ACTIVE,IDLE,1,1,2,0,173,250
581,v3,RRM-0,1,1,20,31,IDLE,INIT,0,5,2,1,183,250
582,v2,RRM-2,1,1,73,43,ACTIVE,IDLE,0,3,5,0,140,250
583,v1,RRM-1,1,1,47,80,IDLE,INIT,1,5,5,0,27,250
584,v1,RRM-0,1,1,57,85,INIT,ACTIVE,1,1,2,1,203,250
585,v3,RRM-2,1,0,27,35,ACTIVE,IDLE,0,3,2,1,103,250
586,v3,RRM-3,1,1,61,77,ACTIVE,IDLE,1,4,1,0,26,250
587,v2,UNREG-9,1,1,32,53,INIT,ACTIVE,1,4,5,0,47,250
588,v1,RRM-4,1,1,11,78,IDLE,INIT,0,3,2,1,54,250
589,v3,RRM-1,1,1,4,71,ACTIVE,INIT,1,5,4,1,90,250
590,v3,RRM-2,1,0,21,85,IDLE,INIT,0,4,1,1,105,250
591,v2,RRM-3,1,1,8,25,ACTIVE,IDLE,0,2,3,0,118,250
592,v1,RRM-1,1,0,2,98,INIT,ACTIVE,1,3,2,1,68,250
593,v2,RRM-3,1,1,8,52,IDLE,INIT,1,3,1,1,51,250
594,v2,RRM-4,1,1,3,69,IDLE,INIT,1,3,5,0,123,250
595,v3,UNREG-9,1,1,34,60,ACTIVE,IDLE,1,2,1,1,229,250
596,v2,RRM-4,1,1,34,97,INIT,ACTIVE,0,3,4,0,70,250
597,v9,RRM-3,1,1,37,95,ACTIVE,IDLE,1,5,4,1,201,250
598,v3,RRM-1,1,1,1,93,ACTIVE,IDLE,1,1,3,0,43,250
599,v2,RRM-1,1,1,36,21,INIT,ACTIVE,1,3,5,1,115,250
600,v3,RRM-2,1,0,9,91,IDLE,INIT,1,5,5,0,45,250
601,v2,RRM-3,1,1,20,91,INIT,ACTIVE,1,5,5,0,82,250
602,v2,RRM-1,1,1,26,41,INIT,ACTIVE,1,4,1,1,228,250
603,v3,UNREG-9,1,1,41,70,INIT,ACTIVE,1,3,1,1,74,250
604,v2,RRM-4,1,1,69,81,INIT,ACTIVE,1,3,5,1,163,250
605,v3,RRM-4,1,1,37,55,IDLE,INIT,1,1,3,0,473,250
606,v3,RRM-1,1,1,39,89,IDLE,INIT,0,4,4,1,10,250
607,v3,RRM-2,1,1,2,96,INIT,ACTIVE,1,2,3,1,116,250
608,v3,RRM-4,1,1,27,35,ACTIVE,IDLE,0,5,1,1,151,250
609,v0,RRM-2,1,1,5,45,ACTIVE,IDLE,1,4,4,0,122,250
610,v3,RRM-4,1,1,11,61,IDLE,INIT,1,5,3,1,37,250
611,v3,RRM-0,1,1,64,77,INIT,ACTIVE,1,1,4,1,244,250
612,v2,RRM-2,1,1,24,44,INIT,ACTIVE,1,3,1,1,193,250
613,v3,RRM-4,1,1,62,68,INIT,ACTIVE,0,5,4,1,179,250
614,v1,RRM-2,1,1,31,67,ACTIVE,IDLE,1,5,2,1,422,250
615,v2,RRM-4,1,1,12,79,IDLE,INIT,0,3,1,1,118,250
616,v2,RRM-1,1,1,13,31,ACTIVE,INIT,1,2,2,1,169,250
617,v1,RRM-1,1,1,26,28,INIT,ACTIVE,1,4,4,1,12,250
618,v3,RRM-4,1,1,1,47,INIT,ACTIVE,1,4,5,0,246,250
619,v2,RRM-1,1,1,55,82,INIT,ACTIVE,1,1,1,1,51,250
620,v3,UNREG-9,1,1,66,73,ACTIVE,IDLE,1,3,4,1,236,250
621,v3,RRM-1,1,1,11,80,ACTIVE,IDLE,1,4,2,0,73,250
622,v9,RRM-2,1,1,34,44,ACTIVE,IDLE,0,4,1,1,185,250
623,v2,RRM-2,1,1,10,30,ACTIVE,IDLE,1,4,5,0,191,250
624,v1,RRM-1,1,0,15,91,ACTIVE,IDLE,0,1,4,1,61,250
625,v1,RRM-1,1,1,12,43,ACTIVE,IDLE,1,5,4,0,226,250
626,v2,RRM-3,1,0,66,84,INIT,ACTIVE,1,1,4,0,65,250
627,v3,RRM-4,1,1,16,48,INIT,ACTIVE,1,5,5,1,207,250
628,v1,RRM-3,1,0,30,36,IDLE,INIT,1,3,4,1,180,250
629,v3,RRM-3,1,1,2,30,ACTIVE,IDLE,1,2,5,1,234,250
630,v2,UNREG-9,1,1,67,73,INIT,ACTIVE,1,3,4,1,8,250
631,v0,RRM-4,1,1,29,71,INIT,ACTIVE,1,5,4,1,109,250
632,v2,RRM-1,1,1,5,33,ACTIVE,IDLE,0,5,1,1,291,250
633,v2,RRM-2,1,1,18,22,IDLE,INIT,0,1,5,0,62,250
634,v1,RRM-4,1,0,0,22,ACTIVE,IDLE,1,4,1,1,232,250
635,v1,RRM-1,0,1,65,70,ACTIVE,IDLE,1,3,1,1,15,250
636,v1,RRM-2,1,1,24,33,ACTIVE,IDLE,1,4,2,1,262,250
637,v1,RRM-2,1,1,34,36,ACTIVE,IDLE,1,5,4,0,141,250
638,v2,RRM-4,1,1,62,94,IDLE,INIT,1,2,1,1,130,250
639,v1,RRM-1,1,1,37,59,IDLE,INIT,0,5,3,1,166,250
640,v2,RRM-4,1,1,56,56,INIT,ACTIVE,1,2,2,1,50,250
641,v1,RRM-3,1,1,77,83,ACTIVE,IDLE,1,5,3,0,117,250
642,v1,RRM-4,1,1,6,38,INIT,ACTIVE,1,1,4,1,19,250
643,v3,RRM-2,1,1,2,60,IDLE,INIT,0,2,3,0,17,250
644,v2,RRM-1,1,1,13,25,ACTIVE,IDLE,1,5,3,0,161,250
645,v1,RRM-0,1,1,5,60,ACTIVE,IDLE,1,5,4,1,165,250
646,v1,RRM-2,0,1,8,22,IDLE,INIT,1,2,2,0,220,250
647,v3,RRM-1,1,0,26,58,INIT,ACTIVE,1,2,2,1,72,250
648,v3,RRM-4,1,1,51,80,INIT,ACTIVE,0,1,4,1,68,250
649,v3,RRM-1,1,1,45,66,ACTIVE,IDLE,0,2,1,1,8,250
650,v3,RRM-4,1,1,37,45,ACTIVE,ACTIVE,1,3,4,0,178,250
651,v1,RRM-4,1,1,1,47,INIT,ACTIVE,1,2,4,1,135,250
652,v3,RRM-3,1,1,42,76,INIT,ACTIVE,1,4,1,1,120,250
653,v1,RRM-2,1,0,34,70,INIT,ACTIVE,1,2,2,0,223,250
654,v2,RRM-1,1,0,37,71,IDLE,INIT,0,1,3,0,238,250
655,v1,RRM-2,1,1,23,100,INIT,ACTIVE,1,4,3,1,239,250
656,v1,RRM-2,1,0,1,48,IDLE,INIT,1,2,4,1,18,250
657,v1,RRM-3,1,0,1,81,IDLE,INIT,0,5,4,1,228,250
658,v3,RRM-1,1,1,17,32,INIT,ACTIVE,1,4,3,1,152,250
659,v2,RRM-1,0,1,19,94,IDLE,INIT,1,5,1,1,110,250
660,v2,RRM-3,1,1,36,92,ACTIVE,IDLE,1,2,4,0,142,250
661,v3,RRM-2,1,0,5,29,INIT,ACTIVE,1,4,5,1,185,250
662,v3,RRM-4,1,1,0,28,IDLE,INIT,0,3,2,1,75,250
