track_number,icao24,callsign,origin_country,position_source,mode3a_code,emergency_squawk,spi,iff_mode,flight_plan_correlated,on_ground,baro_altitude_ft,geo_altitude_ft,ground_speed_kts,track_angle_deg,vertical_rate_fpm,latitude_deg,longitude_deg,in_restricted_zone,corridor_compliant,origin_known,sensor_platform,sensor_latitude,sensor_longitude,sensor_true_altitude_ft,slant_range_m,track_confidence
140,aa0964,UNKNOWN,Switzerland,ads_b,2304,0,0,mode3_invalid,0,0,7463,7463,346,294,1561,46.9253,8.93611,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,56076,0.872
141,ca83ca,AUA850,Switzerland,ads_b,3364,0,0,mode3_valid,1,0,1913,1913,138,87,-5144,47.1022,7.09984,0,1,1,GS-RADAR-01,47.0,7.5,1800,32376,0.826
142,f0b9b2,SWR133,,flarm,2721,0,0,mode3_invalid,1,0,15813,15813,337,46,3495,47.59292,6.55636,0,1,0,GS-RADAR-01,47.0,7.5,1800,97102,0.534
143,b3e4b1,SWR842,France,ads_b,2450,0,1,mode3_valid,1,0,33134,33134,424,222,4001,47.49921,8.56186,1,1,1,GS-RADAR-02,47.5,9.0,1500,34297,0.83
144,91cda2,AFR82,Germany,ads_b,4632,0,0,mode3_valid,1,0,36368,36368,474,224,3911,46.73038,7.75628,0,1,1,GS-RADAR-01,47.0,7.5,1800,37275,0.864
145,2a93ff,AFR49,France,ads_b,3031,0,0,mode3_valid,1,0,9814,9814,226,147,-608,47.14757,7.48036,0,1,1,GS-RADAR-01,47.0,7.5,1800,16656,0.854
146,8eb1fe,DLH742,France,ads_b,4373,0,0,mode3_valid,0,0,9548,9548,425,227,3754,47.01814,8.02387,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,18917,0.882
147,ca19b2,N928,Switzerland,ads_b,5240,0,0,mode3_valid,1,0,6506,6506,553,58,4666,47.43926,6.59133,0,1,1,GS-RADAR-01,47.0,7.5,1800,84243,0.822
148,e637f5,AFR626,Italy,fused,6140,0,0,mode3_valid,1,0,33986,33986,393,335,-2734,47.66507,9.26509,0,1,1,GS-RADAR-02,47.5,9.0,1500,28814,0.944
149,6106df,BAW990,Germany,asterix_radar,5036,0,0,mode3_invalid,0,0,35958,35958,512,173,3817,47.5295,8.25999,0,1,1,GS-RADAR-02,47.5,9.0,1500,56653,0.711
150,32d9c9,EJU874,France,mlat,,0,0,no_response,1,0,25532,25532,258,103,4785,47.29532,6.60987,0,1,1,GS-RADAR-01,47.0,7.5,1800,75246,0.535
151,1fa988,SWR127,Germany,ads_b,4071,0,0,mode3_valid,1,0,33706,33706,206,94,-5080,47.15206,7.38511,0,1,1,GS-RADAR-01,47.0,7.5,1800,21358,0.894
152,40f64f,N313,Austria,ads_b,7777,0,0,mode3_valid,1,0,24109,24109,202,309,-3394,47.48862,8.52536,1,0,1,GS-RADAR-02,47.5,9.0,1500,36341,0.884
153,2c574f,AUA91,Italy,fused,4467,0,0,mode3_valid,1,0,16712,16712,124,202,2379,47.38315,7.03237,0,1,1,GS-RADAR-01,47.0,7.5,1800,55536,0.901
154,da0d1e,AUA581,Germany,mlat,7500,1,0,emergency,0,0,2415,2415,106,238,-2930,46.60077,8.62077,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,46446,0.575
155,c3d754,BAW112,,ads_b,3451,0,0,mode3_valid,1,0,23992,23992,296,89,-4830,47.22579,7.96534,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,40392,0.891
156,71cb01,AFR249,Germany,asterix_radar,3006,0,0,mode3_invalid,1,0,21949,21949,256,74,3229,47.42473,8.52779,1,1,1,GS-RADAR-02,47.5,9.0,1500,37001,0.701
157,03f3a0,SWR382,,asterix_radar,,0,0,no_response,0,1,22536,22536,491,24,1977,47.49652,8.59678,1,1,0,GS-RADAR-02,47.5,9.0,1500,30965,0.768
158,688537,BAW634,Switzerland,fused,3333,0,0,mode3_valid,1,0,11234,11234,388,201,133,46.76054,8.83969,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,51117,0.947
159,54e6aa,UNKNOWN,France,ads_b,6443,0,0,mode3_invalid,0,0,16323,16323,239,173,1709,46.91393,7.50443,0,1,1,GS-RADAR-01,47.0,7.5,1800,10549,0.897
160,34b593,UNKNOWN,Switzerland,ads_b,5636,0,0,mode3_invalid,0,0,30484,30484,225,310,-1169,47.49846,8.50553,1,0,1,GS-RADAR-02,47.5,9.0,1500,38182,0.834
161,c96c4d,UNKNOWN,,ads_b,7323,0,0,mode3_invalid,0,0,1288,1288,195,53,3466,46.6114,6.93122,0,1,0,GS-RADAR-01,47.0,7.5,1800,61165,0.863
162,71335c,BAW931,,ads_b,6311,0,0,mode3_valid,1,0,271,271,360,89,3233,47.20483,8.73215,0,1,0,GS-RADAR-02,47.5,9.0,1500,38529,0.881
163,9512ca,EJU631,Austria,mlat,4416,0,0,mode3_invalid,0,0,13756,13756,330,293,2539,47.40252,7.12238,0,1,1,GS-RADAR-01,47.0,7.5,1800,53202,0.526
164,cbad9d,N872,Austria,ads_b,4512,0,0,mode3_valid,1,0,16321,16321,327,233,896,47.30584,7.03509,0,1,1,GS-RADAR-01,47.0,7.5,1800,49112,0.893
165,289078,N438,Austria,ads_b,6267,0,0,mode3_valid,1,0,15142,15142,86,314,1447,47.05258,8.08252,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,19185,0.873
166,48c8a9,N646,,asterix_radar,2172,0,0,mode3_invalid,1,0,15643,15643,544,156,11362,46.97912,7.44611,0,1,0,GS-RADAR-01,47.0,7.5,1800,6316,0.705
167,3da694,SWR60,,ads_b,7140,0,0,mode3_valid,1,0,4299,4299,422,276,-817,46.6815,8.45742,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,31492,0.845
168,3e1fd2,BAW35,Germany,fused,7700,1,0,emergency,0,0,27480,27480,104,160,2498,47.12565,6.70034,0,1,1,GS-RADAR-01,47.0,7.5,1800,62651,0.916
169,e86124,EJU456,France,asterix_radar,7443,0,0,mode3_invalid,0,0,38860,38860,91,41,-3251,46.65625,6.51143,0,1,1,GS-RADAR-01,47.0,7.5,1800,85116,0.735
170,5526ff,N227,Italy,mlat,6656,0,0,mode3_invalid,1,1,14303,14303,360,116,3283,47.7093,6.53452,0,1,1,GS-RADAR-01,47.0,7.5,1800,107351,0.57
171,d3d131,SWR434,Austria,fused,5103,0,0,mode3_valid,0,0,7430,7430,441,46,-2817,46.62868,8.28893,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31088,0.915
172,7aaef9,AUA648,Austria,fused,5735,0,0,mode3_valid,0,0,23869,23869,517,13,-262,46.98078,9.37029,0,1,1,GS-RADAR-02,47.5,9.0,1500,64506,0.896
173,3027ca,N852,Netherlands,fused,6123,0,0,mode3_valid,1,1,2345,2345,147,193,-5792,47.57443,6.70677,0,1,1,GS-RADAR-01,47.0,7.5,1800,87517,0.94
174,4d0606,N836,Italy,fused,5611,0,0,mode3_valid,1,0,7507,7507,551,63,-2001,47.14321,7.40399,0,1,1,GS-RADAR-01,47.0,7.5,1800,17592,0.906
175,262def,AUA442,Switzerland,fused,6707,0,0,mode3_valid,1,0,2627,2627,242,340,10573,47.64632,7.91376,0,1,1,GS-RADAR-01,47.0,7.5,1800,78342,0.885
176,cfe98a,SWR455,Germany,ads_b,,0,0,no_response,1,0,29116,29116,491,132,-651,46.57373,8.00755,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39278,0.862
177,46d450,SWR46,Italy,ads_b,,0,0,no_response,0,0,21828,21828,322,50,-1840,47.16084,8.57908,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,40841,0.839
178,8d3a5a,BAW283,Germany,asterix_radar,4200,0,0,mode3_invalid,1,0,741,741,348,28,1870,47.41568,6.56792,0,1,1,GS-RADAR-01,47.0,7.5,1800,84224,0.716
179,743273,DLH551,Netherlands,fused,7341,0,0,mode3_valid,1,0,31227,31227,331,339,-3634,46.56568,9.05682,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,75248,0.916
180,7f2936,DLH548,,asterix_radar,2433,0,0,mode3_invalid,1,0,36640,36640,306,151,-702,46.63815,8.0211,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,32645,0.687
181,fea277,DLH293,,ads_b,6767,0,0,mode3_valid,1,0,10343,10343,562,227,5435,46.8019,8.1791,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,11267,0.89
182,4d8032,EJU849,Austria,ads_b,3114,0,0,mode3_valid,0,0,38754,38754,117,349,-3508,47.48751,8.61262,1,0,1,GS-RADAR-02,47.5,9.0,1500,31272,0.882
183,8efa01,EJU85,Germany,ads_b,2345,0,0,mode3_valid,0,0,38626,38626,371,259,-3817,47.24522,9.21024,0,1,1,GS-RADAR-02,47.5,9.0,1500,34369,0.914
184,d58ee6,DLH555,Netherlands,ads_b,3434,0,0,mode3_valid,0,0,613,613,561,205,-4127,47.07157,9.368,0,1,1,GS-RADAR-02,47.5,9.0,1500,55136,0.892
185,ee2a50,BAW29,Netherlands,ads_b,1705,0,0,mode3_valid,1,0,19498,19498,258,192,-3171,47.77697,6.79536,0,1,1,GS-RADAR-01,47.0,7.5,1800,101522,0.914
186,24ab21,UNKNOWN,France,asterix_radar,1644,0,0,mode3_invalid,0,0,17057,17057,353,72,-2674,46.64122,8.96174,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,64758,0.655
187,575325,AFR88,Germany,ads_b,3713,0,0,mode3_valid,1,0,14672,14672,148,336,3594,47.01624,7.97857,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21225,0.844
188,de1178,UNKNOWN,Austria,asterix_radar,3221,0,0,mode3_invalid,0,0,34051,34051,84,344,-302,47.42119,8.5858,1,0,1,GS-RADAR-02,47.5,9.0,1500,33835,0.725
189,de175e,SWR361,Italy,ads_b,7054,0,0,mode3_valid,1,0,28310,28310,154,101,5194,47.48734,8.59588,1,1,1,GS-RADAR-02,47.5,9.0,1500,31474,0.85
190,05610f,AUA458,France,fused,3627,0,0,mode3_valid,1,0,33699,33699,455,151,3809,47.49459,8.58841,1,0,1,GS-RADAR-02,47.5,9.0,1500,32446,0.893
191,bc1964,UNKNOWN,Italy,mlat,3422,0,0,mode3_invalid,0,0,18726,18726,434,35,1990,46.74065,9.09507,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,70372,0.549
192,db3fe4,AFR581,Italy,flarm,7700,1,0,emergency,0,0,18585,18585,290,101,-2154,47.56311,8.26417,0,1,1,GS-RADAR-02,47.5,9.0,1500,55930,0.514
193,99636f,EJU262,France,fused,5206,0,0,mode3_valid,0,0,6122,6122,381,267,4635,46.98606,7.96144,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20800,0.864
194,bb5b46,SWR969,Switzerland,ads_b,2725,0,0,mode3_valid,1,0,17509,17509,491,68,-3828,47.27728,8.66871,0,1,1,GS-RADAR-02,47.5,9.0,1500,35484,0.869
195,f84acc,AFR400,Switzerland,ads_b,,0,0,no_response,1,0,10737,10737,169,94,-3338,47.43896,8.52774,1,0,1,GS-RADAR-02,47.5,9.0,1500,36250,0.872
196,547e66,SWR563,France,asterix_radar,2533,0,0,mode3_invalid,1,0,5527,5527,241,220,-1885,47.45087,8.55365,1,1,1,GS-RADAR-02,47.5,9.0,1500,34010,0.693
197,92c0ca,AFR322,France,asterix_radar,,0,0,no_response,1,0,26442,26442,271,352,-1994,47.37849,9.21599,0,1,1,GS-RADAR-02,47.5,9.0,1500,22455,0.741
198,ea6bda,AFR435,Netherlands,ads_b,7023,0,0,mode3_valid,1,0,2968,2968,432,224,-781,46.97833,8.02402,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,16593,0.84
199,2c6b5e,SWR778,Switzerland,ads_b,,0,0,no_response,0,0,21340,21340,190,35,295,47.41149,9.39736,0,1,1,GS-RADAR-02,47.5,9.0,1500,32030,0.885
200,226379,EJU981,Germany,fused,2653,0,0,mode3_valid,0,0,4815,4815,375,278,-4212,46.65664,7.07753,0,1,1,GS-RADAR-01,47.0,7.5,1800,49915,0.881
201,65ddc6,DLH392,France,ads_b,5025,0,0,mode3_valid,1,0,11155,11155,534,181,2210,47.52411,7.87792,0,1,1,GS-RADAR-01,47.0,7.5,1800,64944,0.835
202,cd1c78,EJU398,Italy,fused,6620,0,0,mode3_valid,1,0,5800,5800,532,60,-2587,46.73432,8.12622,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,19614,0.928
203,b61962,UNKNOWN,Netherlands,mlat,5237,0,0,mode3_invalid,0,0,2517,2517,445,200,-71,47.2937,6.80243,0,1,1,GS-RADAR-01,47.0,7.5,1800,62045,0.514
204,751d73,SWR116,France,asterix_radar,6450,0,0,mode3_invalid,1,0,22764,22764,326,301,3721,47.13026,7.31702,0,1,1,GS-RADAR-01,47.0,7.5,1800,21040,0.718
205,ef5287,SWR840,Austria,fused,1567,0,0,mode3_valid,1,0,24578,24578,102,236,4692,47.45599,8.59993,1,1,1,GS-RADAR-02,47.5,9.0,1500,31263,0.947
206,6a3a2d,SWR664,,ads_b,7700,1,0,emergency,0,0,16929,16929,451,287,-235,47.34894,6.96047,0,1,0,GS-RADAR-01,47.0,7.5,1800,56478,0.869
207,8687ab,AFR207,Austria,asterix_radar,2325,0,0,mode3_invalid,1,0,15861,15861,112,271,-2775,47.76718,8.35388,0,1,1,GS-RADAR-02,47.5,9.0,1500,56971,0.701
208,a411f5,SWR858,,fused,6666,0,0,mode3_valid,1,0,35150,35150,556,301,-2040,46.66899,6.99933,0,1,0,GS-RADAR-01,47.0,7.5,1800,53931,0.927
209,a5867a,EJU141,Italy,ads_b,7153,0,0,mode3_valid,0,0,28028,28028,475,248,5463,47.49867,8.56945,1,1,1,GS-RADAR-02,47.5,9.0,1500,33339,0.899
210,8c0d88,AUA702,Italy,ads_b,1110,0,0,mode3_valid,1,0,34830,34830,559,125,-1832,46.98475,8.29166,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,12788,0.889
211,49bf93,AFR568,Switzerland,asterix_radar,2645,0,0,mode3_invalid,1,0,20531,20531,95,223,2155,47.65553,8.57915,0,1,1,GS-RADAR-02,47.5,9.0,1500,36459,0.71
212,4d6ddc,AFR706,,ads_b,,0,0,no_response,1,0,33044,33044,196,104,2626,47.04405,7.9125,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,27449,0.88
213,2dc46d,SWR759,Netherlands,flarm,2776,0,0,mode3_invalid,1,0,24400,24400,409,120,-3483,47.01348,8.03245,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,18020,0.548
214,f11ea2,DLH934,Netherlands,ads_b,,0,0,no_response,1,0,26115,26115,289,267,-5248,46.68626,7.17036,0,1,1,GS-RADAR-01,47.0,7.5,1800,43595,0.915
215,794d00,AFR400,Germany,asterix_radar,5605,0,0,mode3_invalid,0,0,35709,35709,486,8,-1733,47.10418,7.03775,0,1,1,GS-RADAR-01,47.0,7.5,1800,38307,0.754
216,82a0da,BAW95,Italy,asterix_radar,1301,0,0,mode3_invalid,1,0,17378,17378,174,247,-375,46.64564,8.58708,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,40853,0.673
217,d5ef3f,EJU85,,ads_b,3220,0,0,mode3_valid,0,0,8905,8905,84,139,534,47.02256,7.95805,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,23033,0.864
218,abed0c,DLH797,Austria,asterix_radar,5332,0,0,mode3_invalid,1,0,13702,13702,280,42,-4080,47.05287,7.47631,0,1,1,GS-RADAR-01,47.0,7.5,1800,7137,0.751
219,a8a22e,AFR209,Netherlands,ads_b,,0,0,no_response,1,0,9838,9838,82,292,1261,47.58958,7.96751,0,1,1,GS-RADAR-01,47.0,7.5,1800,74477,0.904
220,f46be6,BAW232,France,asterix_radar,2165,0,0,mode3_invalid,1,0,12278,12278,464,85,-22,47.02575,7.98719,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21432,0.742
221,487dcf,SWR973,Switzerland,asterix_radar,4160,0,0,mode3_invalid,1,0,9009,9009,464,211,1101,47.10717,8.69771,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,44300,0.737
222,02d298,SWR643,Germany,ads_b,1322,0,0,mode3_valid,1,0,29905,29905,159,269,5084,46.97013,6.71081,0,1,1,GS-RADAR-01,47.0,7.5,1800,60565,0.872
223,fff08d,AFR160,Italy,mlat,,0,0,no_response,0,0,18750,18750,432,267,3754,46.99142,6.55336,0,1,1,GS-RADAR-01,47.0,7.5,1800,71985,0.543
224,2dd1e1,AFR141,Germany,fused,4751,0,0,mode3_valid,1,0,2839,2839,316,78,2048,46.77089,9.32128,0,1,1,GS-RADAR-02,47.5,9.0,1500,84638,0.912
225,93ffe2,AUA782,Switzerland,ads_b,,0,0,no_response,1,0,6084,6084,490,317,5593,47.44037,7.96051,0,1,1,GS-RADAR-01,47.0,7.5,1800,60075,0.869
226,c68096,EJU65,Netherlands,mlat,5374,0,1,mode3_invalid,1,0,26806,26806,244,331,-2491,46.92493,7.29941,0,1,1,GS-RADAR-01,47.0,7.5,1800,18960,0.592
227,26305c,AUA680,Italy,asterix_radar,3520,0,0,mode3_invalid,1,0,2352,2352,250,302,5478,47.49426,8.52115,1,0,1,GS-RADAR-02,47.5,9.0,1500,35980,0.748
228,aaccf6,AFR109,,ads_b,2705,0,0,mode3_valid,1,0,525,525,715,28,-426,47.34531,8.29103,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,50275,0.844
229,a85a01,EJU337,Switzerland,fused,,0,0,no_response,1,0,23583,23583,88,31,-548,47.0268,7.49486,0,1,1,GS-RADAR-01,47.0,7.5,1800,7288,0.866
230,e0de9d,SWR956,,asterix_radar,4606,0,1,mode3_invalid,1,0,26364,26364,230,138,-4981,47.41014,8.52291,1,0,0,GS-RADAR-02,47.5,9.0,1500,37999,0.714
231,5eabb7,BAW176,Switzerland,ads_b,,0,0,no_response,1,0,25963,25963,453,100,-2415,46.71703,8.88404,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,55946,0.876
232,3774e5,BAW815,Netherlands,mlat,6367,0,0,mode3_invalid,1,0,34300,34300,260,288,-5858,46.81653,8.7813,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,45436,0.554
233,721261,AFR510,Italy,fused,1047,0,1,mode3_valid,1,0,31908,31908,242,228,1999,46.96579,7.97254,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,19229,0.923
234,eddc9f,SWR324,Austria,ads_b,4724,0,0,mode3_valid,1,0,9637,9637,149,134,5473,47.78786,7.12417,0,1,1,GS-RADAR-01,47.0,7.5,1800,92091,0.862
235,3383fa,DLH80,Austria,asterix_radar,5632,0,0,mode3_invalid,1,1,26157,26157,551,58,5598,47.31166,8.53642,0,1,1,GS-RADAR-02,47.5,9.0,1500,41378,0.727
236,17f60b,AFR315,Austria,flarm,4043,0,0,mode3_invalid,0,0,36698,36698,509,49,-886,46.9553,8.02025,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,16018,0.532
237,44655e,DLH22,Switzerland,fused,7015,0,0,mode3_valid,1,0,20698,20698,363,264,-531,46.97336,7.95364,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20422,0.89
238,88136b,N196,France,asterix_radar,3155,0,0,mode3_invalid,1,0,28925,28925,309,181,5583,46.57318,7.9927,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39766,0.74
239,6be20a,AUA576,,fused,3022,0,0,mode3_valid,1,1,31853,31853,400,3,-3683,47.32613,8.02775,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,49325,0.901
240,1392ac,EJU34,,asterix_radar,3542,0,0,mode3_invalid,1,0,33462,33462,175,315,1349,46.82134,7.05989,0,1,0,GS-RADAR-01,47.0,7.5,1800,40067,0.746
241,fd6d01,DLH330,Austria,asterix_radar,7311,0,0,mode3_invalid,0,0,21893,21893,425,68,-3978,46.93664,8.20098,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,4243,0.727
242,505a51,SWR941,Italy,ads_b,,0,0,no_response,1,0,10937,10937,429,221,-1857,46.57524,7.37161,0,1,1,GS-RADAR-01,47.0,7.5,1800,48312,0.9
243,3edbe1,DLH861,,flarm,6031,0,1,mode3_invalid,1,0,12042,12042,477,291,4844,47.15601,8.67021,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,45648,0.482
244,60d455,EJU978,,asterix_radar,7712,0,0,mode3_invalid,1,0,19801,19801,107,209,-2523,46.9906,8.0158,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,17243,0.734
245,81be49,AFR23,Germany,ads_b,5204,0,0,mode3_valid,1,0,38948,38948,564,282,-4315,47.14967,9.45671,0,1,1,GS-RADAR-02,47.5,9.0,1500,53223,0.827
246,ec79da,EJU318,Italy,ads_b,2545,0,0,mode3_valid,1,0,25439,25439,549,119,-5020,46.76564,7.48836,0,1,1,GS-RADAR-01,47.0,7.5,1800,27051,0.87
247,b70cec,AUA890,Austria,ads_b,7234,0,0,mode3_valid,1,0,12956,12956,317,244,-5146,47.46355,8.51763,1,1,1,GS-RADAR-02,47.5,9.0,1500,36642,0.91
248,a3a07f,DLH162,Switzerland,ads_b,7276,0,0,mode3_valid,1,0,34247,34247,508,68,-3138,47.09744,8.6873,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,43268,0.838
249,90c2c2,UNKNOWN,Austria,ads_b,5200,0,0,mode3_invalid,0,0,18343,18343,422,102,-4167,47.65639,8.10366,0,1,1,GS-RADAR-02,47.5,9.0,1500,69635,0.869
250,44c71b,N332,Switzerland,ads_b,5232,0,0,mode3_valid,1,1,29243,29243,455,152,-5387,47.71297,8.18669,0,1,1,GS-RADAR-02,47.5,9.0,1500,65954,0.824
251,66d510,DLH412,France,ads_b,5500,0,0,mode3_valid,1,0,17052,17052,391,303,-1628,47.03014,7.96972,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,22690,0.884
252,80396d,SWR830,Austria,fused,2355,0,0,mode3_valid,1,0,26468,26468,84,101,-4440,46.95611,9.01065,0,1,1,GS-RADAR-02,47.5,9.0,1500,60960,0.902
253,7aa1b3,EJU967,Switzerland,ads_b,3051,0,0,mode3_valid,0,0,23716,23716,97,98,546,47.21447,9.10386,0,1,1,GS-RADAR-02,47.5,9.0,1500,33392,0.846
254,ed3b7a,N142,Netherlands,ads_b,4733,0,0,mode3_valid,1,1,21506,21506,529,255,-2184,46.85503,7.99907,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,16105,0.911
255,f1ff23,DLH408,Austria,fused,3626,0,0,mode3_valid,0,0,28950,28950,182,87,-1181,47.02687,7.97422,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,22443,0.897
256,e55dc5,AUA694,Switzerland,ads_b,2717,0,0,mode3_valid,1,0,32179,32179,395,276,-5464,47.00915,6.58958,0,1,1,GS-RADAR-01,47.0,7.5,1800,69660,0.866
257,8332a7,BAW987,Switzerland,mlat,7426,0,0,mode3_invalid,0,0,13696,13696,470,264,4429,47.04178,7.95525,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,24394,0.537
258,f19125,EJU237,Austria,mlat,6075,0,0,mode3_invalid,1,0,39254,39254,218,238,1518,46.72839,8.89375,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,56508,0.588
259,95c4f2,EJU838,Austria,asterix_radar,6755,0,0,mode3_invalid,0,0,26334,26334,192,202,4642,47.04503,7.02891,0,1,1,GS-RADAR-01,47.0,7.5,1800,36826,0.726
260,b46c27,UNKNOWN,Germany,ads_b,6532,0,1,mode3_invalid,0,0,21176,21176,467,242,-4560,47.32213,7.13575,0,1,1,GS-RADAR-01,47.0,7.5,1800,45566,0.861
261,ce92d4,BAW892,Switzerland,asterix_radar,1313,0,0,mode3_invalid,1,0,8583,8583,252,33,-4329,46.6608,8.06122,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,28764,0.682
262,171b36,EJU593,,ads_b,,0,0,no_response,0,0,10108,10108,560,283,4702,46.91445,8.6796,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,36548,0.893
263,a83dc3,EJU967,Austria,fused,7372,0,0,mode3_valid,1,0,26886,26886,499,290,-4043,47.41943,8.57472,1,0,1,GS-RADAR-02,47.5,9.0,1500,34093,0.931
264,a92ab0,N120,France,ads_b,5065,0,0,mode3_valid,1,1,26445,26445,372,209,4214,47.71421,7.88374,0,1,1,GS-RADAR-01,47.0,7.5,1800,84845,0.894
265,f28f99,AUA758,Netherlands,ads_b,6642,0,0,mode3_valid,1,0,38433,38433,405,272,-2102,47.17232,7.26434,0,1,1,GS-RADAR-01,47.0,7.5,1800,28463,0.836
266,9fad03,SWR861,,fused,2650,0,0,mode3_valid,1,0,23017,23017,100,25,-5003,47.08269,9.42667,0,1,0,GS-RADAR-02,47.5,9.0,1500,56848,0.864
267,cfb595,SWR397,Italy,ads_b,5106,0,0,mode3_valid,0,0,36829,36829,483,17,-3412,47.44484,6.69593,0,1,1,GS-RADAR-01,47.0,7.5,1800,79042,0.83
268,46a018,AUA699,Germany,asterix_radar,2250,0,0,mode3_invalid,1,1,2354,2354,556,86,-4247,46.70661,9.09128,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,71324,0.76
269,7881c8,AUA213,France,ads_b,2076,0,0,mode3_valid,1,0,37534,37534,188,273,668,47.35091,8.0317,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,52071,0.831
270,988184,N920,France,asterix_radar,,0,0,no_response,1,0,25133,25133,391,180,-616,46.5463,6.69755,0,1,1,GS-RADAR-01,47.0,7.5,1800,79562,0.737
271,bf3fb2,UNKNOWN,Italy,ads_b,6147,0,0,mode3_invalid,0,0,9100,9100,307,106,-4223,47.48807,8.53544,1,1,1,GS-RADAR-02,47.5,9.0,1500,35004,0.887
272,0dc86c,EJU830,Netherlands,ads_b,6315,0,0,mode3_valid,1,0,30922,30922,460,276,-629,46.95605,8.03417,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,14592,0.874
273,af13ba,EJU108,Netherlands,fused,7500,1,0,emergency,0,0,13845,13845,468,212,-1571,47.04376,7.98765,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,22731,0.873
274,548af3,EJU780,Switzerland,asterix_radar,7700,1,0,emergency,0,0,8623,8623,294,218,-2322,46.59484,8.26867,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34451,0.672
275,5e586e,EJU138,Switzerland,ads_b,3643,0,0,mode3_valid,1,0,18866,18866,338,1,-5648,47.38474,7.80885,0,1,1,GS-RADAR-01,47.0,7.5,1800,49009,0.898
276,02793b,AFR448,France,ads_b,1640,0,0,mode3_valid,0,0,31425,31425,561,49,11527,47.40614,7.03058,0,1,1,GS-RADAR-01,47.0,7.5,1800,58126,0.845
277,25f00c,BAW992,France,asterix_radar,2171,0,0,mode3_invalid,1,0,31477,31477,250,351,-634,46.58816,8.79155,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,57016,0.685
278,f46e15,SWR109,Austria,ads_b,4150,0,0,mode3_valid,0,0,3282,3282,259,113,-2005,47.3574,9.20643,0,1,1,GS-RADAR-02,47.5,9.0,1500,22200,0.831
279,8a4eef,AFR518,Austria,ads_b,6650,0,0,mode3_valid,1,0,32226,32226,430,92,-3009,47.47326,8.50603,1,1,1,GS-RADAR-02,47.5,9.0,1500,38396,0.889
280,9a7ee4,SWR631,,ads_b,7473,0,0,mode3_valid,1,0,37271,37271,94,327,-2085,46.99849,8.02514,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,18182,0.906
281,a2d690,DLH227,Austria,asterix_radar,3223,0,0,mode3_invalid,1,0,3682,3682,158,86,-3980,47.44016,8.54869,1,0,1,GS-RADAR-02,47.5,9.0,1500,34575,0.747
